number;sealhash;uncles;txs;gas;fees;elapsed
4738;172873…cf7a9a;106;2226000;2.226e-12;6.245ms
4739;b543da…bac6ad;113;2373000;2.373e-12;9.199ms
4740;105db1…6fc1b0;120;2520000;2.52e-12;7.312ms
4741;64cfac…f259cf;113;2373000;2.373e-12;6.351ms
4742;8f666c…7d2636;108;2268000;2.268e-12;9.181ms
4743;320743…008068;116;2436000;2.436e-12;8.633ms
4744;915082…9e52de;114;2394000;2.394e-12;6.548ms
4745;b812c8…f0bbbc;108;2268000;2.268e-12;8.708ms
4746;48fa43…a1c07c;112;2352000;2.352e-12;8.487ms
4747;b9af3f…e21438;113;2373000;2.373e-12;6.254ms
4748;ad7756…893bb1;116;2436000;2.436e-12;8.727ms
4749;beb29d…455e25;108;2268000;2.268e-12;6.536ms
4750;2f31f0…2099b7;104;2184000;2.184e-12;5.583ms
4751;253eaa…9e7b64;123;2583000;2.583e-12;7.333ms
4752;a1a869…0f063c;121;2541000;2.541e-12;8.317ms
4753;1eb961…6140ce;108;2268000;2.268e-12;6.404ms
4754;6e85e5…3927de;109;2289000;2.289e-12;7.482ms
4755;5d0a8b…40919b;104;2184000;2.184e-12;8.267ms
4756;49abca…91404e;121;2541000;2.541e-12;7.273ms
4757;a141dd…7c3798;126;2646000;2.646e-12;9.999ms
4758;1bc288…0f6867;109;2289000;2.289e-12;7.151ms
4759;108b20…674932;108;2268000;2.268e-12;6.265ms
4760;90b637…f75dc4;118;2478000;2.478e-12;7.649ms
4761;87f869…f81a16;117;2457000;2.457e-12;8.536ms
4762;874a0f…b16224;102;2142000;2.142e-12;5.946ms
4763;48a927…c1e217;117;2457000;2.457e-12;9.054ms
4764;b669af…6802fd;120;2520000;2.52e-12;8.716ms
4765;4c473d…b9d433;118;2478000;2.478e-12;6.406ms
4766;a5104a…cb8760;113;2373000;2.373e-12;7.193ms
4767;8147aa…703170;109;2289000;2.289e-12;26.984ms
4768;b473e4…898343;109;2289000;2.289e-12;6.500ms
4769;5d81d1…384bb3;123;2583000;2.583e-12;8.291ms
4770;273367…a6cbc8;120;2520000;2.52e-12;7.491ms
4771;bc7c83…d56413;114;2394000;2.394e-12;6.753ms
4772;28aa85…030300;105;2205000;2.205e-12;7.373ms
4773;ec7977…695aad;119;2499000;2.499e-12;7.588ms
4774;8a7a6b…5de7ae;119;2499000;2.499e-12;7.068ms
4775;3937c1…e90d45;109;2289000;2.289e-12;9.087ms
4776;ad0934…67efd0;107;2247000;2.247e-12;8.097ms
4777;050279…36ee06;113;2373000;2.373e-12;6.412ms
4778;9e223a…020da7;118;2478000;2.478e-12;9.141ms
4779;f125aa…443e1e;110;2310000;2.31e-12;6.528ms
4780;7c4277…cc77f8;115;2415000;2.415e-12;6.120ms
4781;2795a9…b964bc;106;2226000;2.226e-12;6.799ms
4782;784ed6…f3ff9e;103;2163000;2.163e-12;6.002ms
4783;3bcf58…b8f85c;115;2415000;2.415e-12;29.351ms
4784;abb35f…9b7f9f;114;2394000;2.394e-12;9.182ms
4785;9cfc37…c26f14;108;2268000;2.268e-12;8.388ms
4786;05b04a…183e47;107;2247000;2.247e-12;6.324ms
4787;90c4e8…ed6db3;126;2646000;2.646e-12;9.937ms
4788;2c4b5c…aab657;115;2415000;2.415e-12;7.655ms
4789;b55831…439efa;108;2268000;2.268e-12;6.316ms
4790;415dd7…493dde;107;2247000;2.247e-12;8.877ms
4791;867c8c…c00494;113;2373000;2.373e-12;7.101ms
4792;e62c0c…d8512b;113;2373000;2.373e-12;6.341ms
4793;f027ab…b22326;116;2436000;2.436e-12;7.544ms
4794;b8e589…03cb2d;116;2436000;2.436e-12;7.292ms
4795;caa803…4c4647;109;2289000;2.289e-12;6.034ms
4796;587660…33fcd4;103;2163000;2.163e-12;8.426ms
4797;7cb023…d95340;118;2478000;2.478e-12;6.826ms
4798;c9541f…35fc95;115;2415000;2.415e-12;6.456ms
4799;d6d71b…326c8a;107;2247000;2.247e-12;29.362ms
4800;87f089…6c4c00;112;2352000;2.352e-12;8.315ms
4801;45119f…f94396;104;2184000;2.184e-12;6.332ms
4802;995ed6…9212db;114;2394000;2.394e-12;9.031ms
4803;7e2477…896e18;118;2478000;2.478e-12;7.448ms
4804;45bcd1…8e45cf;114;2394000;2.394e-12;6.693ms
4805;c1c7e7…11ad9f;117;2457000;2.457e-12;9.332ms
4806;839a1d…956bbf;104;2184000;2.184e-12;6.934ms
4807;78dffe…7880c4;111;2331000;2.331e-12;8.205ms
4808;839808…ff1a11;116;2436000;2.436e-12;9.004ms
4809;c604af…e8e450;109;2289000;2.289e-12;6.853ms
4810;b8b9fa…e4c837;107;2247000;2.247e-12;6.132ms
4811;9c5a88…aa0ec9;118;2478000;2.478e-12;8.932ms
4812;1d3cce…51c428;113;2373000;2.373e-12;6.759ms
4813;3c0702…0e0750;109;2289000;2.289e-12;5.930ms
4814;72e9ee…c62430;118;2478000;2.478e-12;7.419ms
4815;029348…128c2a;111;2331000;2.331e-12;33.667ms
4816;da400d…87bfa2;109;2289000;2.289e-12;6.523ms
4817;27dd65…e57426;117;2457000;2.457e-12;7.979ms
4818;3f6aac…282fbc;115;2415000;2.415e-12;7.515ms
4819;1c87a2…c2b293;96;2016000;2.016e-12;5.848ms
4820;7229ea…1963e8;106;2226000;2.226e-12;8.620ms
4821;dfe697…dbd718;122;2562000;2.562e-12;9.151ms
4822;ad6d32…6c62e1;118;2478000;2.478e-12;6.892ms
4823;4106a3…df6060;101;2121000;2.121e-12;6.570ms
4824;e17938…486ac7;107;2247000;2.247e-12;6.788ms
4825;6cc3ab…71b6ab;113;2373000;2.373e-12;6.400ms
4826;415e6a…cd5a97;116;2436000;2.436e-12;9.107ms
4827;8f20d7…60687f;115;2415000;2.415e-12;8.499ms
4828;a123e1…6d8d9d;113;2373000;2.373e-12;6.346ms
4829;3291d9…20226b;117;2457000;2.457e-12;7.555ms
4830;2528cd…2bdc06;111;2331000;2.331e-12;8.236ms
4831;6635af…8a127f;116;2436000;2.436e-12;6.049ms
4832;d60399…68ac19;111;2331000;2.331e-12;31.627ms
4833;86ebbf…905d25;114;2394000;2.394e-12;6.936ms
4834;a975bc…6139ee;123;2583000;2.583e-12;7.373ms
4835;868396…52e7d2;111;2331000;2.331e-12;7.537ms
4836;e9e4bb…40c4c1;99;2079000;2.079e-12;6.816ms
4837;476114…f19c3a;123;2583000;2.583e-12;7.900ms
4838;a46a1f…4878e5;110;2310000;2.31e-12;7.511ms
4839;4a7916…f79d98;100;2100000;2.1e-12;7.975ms
4840;1aeef1…831bc4;110;2310000;2.31e-12;6.356ms
4841;da242c…db058a;113;2373000;2.373e-12;9.109ms
4842;4e9e0a…eb5d25;119;2499000;2.499e-12;8.705ms
4843;acc526…a7dc56;110;2310000;2.31e-12;6.355ms
4844;d15061…e740fd;106;2226000;2.226e-12;7.046ms
4845;d76a22…a4b259;104;2184000;2.184e-12;7.675ms
4846;1cc9f5…d1f7e1;119;2499000;2.499e-12;6.485ms
4847;873b3a…deff7c;116;2436000;2.436e-12;7.319ms
4848;98029a…b55a80;112;2352000;2.352e-12;35.839ms
4849;5bdde7…a51485;112;2352000;2.352e-12;6.403ms
4850;3fc055…17afbc;110;2310000;2.31e-12;7.817ms
4851;80194b…523521;105;2205000;2.205e-12;8.049ms
4852;18176c…1ed31b;108;2268000;2.268e-12;6.312ms
4853;09a077…1d12b4;115;2415000;2.415e-12;7.411ms
4854;991c79…7e411b;107;2247000;2.247e-12;8.797ms
4855;ae8e88…a96ec6;116;2436000;2.436e-12;6.189ms
4856;8bf729…78b999;108;2268000;2.268e-12;8.686ms
4857;72b4a3…97660a;113;2373000;2.373e-12;7.100ms
4858;d4c7f7…0f7063;116;2436000;2.436e-12;6.430ms
4859;f7714b…e4ced6;109;2289000;2.289e-12;8.438ms
4860;c7eb29…804955;112;2352000;2.352e-12;7.948ms
4861;46bba8…e96feb;107;2247000;2.247e-12;6.114ms
4862;c6af80…c4c4f4;116;2436000;2.436e-12;8.277ms
4863;f45831…60606a;102;2142000;2.142e-12;6.245ms
4864;fa5905…97deb7;115;2415000;2.415e-12;6.275ms
4865;47ed5e…853f47;119;2499000;2.499e-12;28.394ms
4866;3a42f2…5cf7a7;107;2247000;2.247e-12;8.506ms
4867;b5334e…a4b58d;107;2247000;2.247e-12;6.032ms
4868;951770…a494ee;111;2331000;2.331e-12;7.638ms
4869;106281…6e5d19;112;2352000;2.352e-12;7.301ms
4870;cf0ce0…9c1742;100;2100000;2.1e-12;6.015ms
4871;2b5fcc…4c6d43;105;2205000;2.205e-12;7.080ms
4872;0fe620…728d6e;123;2583000;2.583e-12;8.975ms
4873;d4c6b8…1d38b1;100;2100000;2.1e-12;5.962ms
4874;fb278b…d8515e;117;2457000;2.457e-12;8.929ms
4875;30c135…230f64;108;2268000;2.268e-12;8.396ms
4876;721af0…80133f;116;2436000;2.436e-12;6.663ms
4877;a80264…dc7f4e;103;2163000;2.163e-12;6.975ms
4878;07465a…d305af;106;2226000;2.226e-12;7.942ms
4879;7cf496…d7c8cb;109;2289000;2.289e-12;6.187ms
4880;19dc04…4e62ca;118;2478000;2.478e-12;7.663ms
4881;ff9ba3…19c33a;113;2373000;2.373e-12;6.500ms
4882;8c68d4…66b639;116;2436000;2.436e-12;5.932ms
4883;c4da96…e5424d;107;2247000;2.247e-12;32.595ms
4884;1b9c21…44c116;109;2289000;2.289e-12;7.029ms
4885;b5d03c…7f2071;118;2478000;2.478e-12;6.582ms
4886;7d1851…69bc85;105;2205000;2.205e-12;9.025ms
4887;83bd8b…6be0bb;106;2226000;2.226e-12;8.348ms
4888;329456…7117da;109;2289000;2.289e-12;6.615ms
4889;685358…a41384;120;2520000;2.52e-12;9.692ms
4890;bd9442…e55fc9;111;2331000;2.331e-12;7.319ms
4891;efacc1…d36462;112;2352000;2.352e-12;7.221ms
4892;ff1c22…183e3a;109;2289000;2.289e-12;7.362ms
4893;5ffedf…79e424;113;2373000;2.373e-12;7.362ms
4894;56fc66…81672c;113;2373000;2.373e-12;6.248ms
4895;48583c…d70c1d;107;2247000;2.247e-12;8.623ms
4896;68fafd…fde870;116;2436000;2.436e-12;8.910ms
4897;da4182…b4fa55;117;2457000;2.457e-12;6.591ms
4898;e79f9b…6a3b77;107;2247000;2.247e-12;11.768ms
4899;ee9974…663d66;112;2352000;2.352e-12;6.570ms
4900;f47de8…b5f2e9;103;2163000;2.163e-12;33.732ms
4901;ad1c49…b54e1f;106;2226000;2.226e-12;8.523ms
4902;1f3658…1f98e4;116;2436000;2.436e-12;7.349ms
4903;a27fe7…d2d831;120;2520000;2.52e-12;6.810ms
4904;320ad0…050cee;101;2121000;2.121e-12;7.234ms
4905;63a4fc…00692f;107;2247000;2.247e-12;6.998ms
4906;2ac7f9…1576ed;117;2457000;2.457e-12;6.916ms
4907;a058ab…afa475;108;2268000;2.268e-12;7.493ms
4908;2f4abe…55aec0;111;2331000;2.331e-12;7.164ms
4909;70c350…d6f492;113;2373000;2.373e-12;6.654ms
4910;dcb35c…853ada;103;2163000;2.163e-12;7.118ms
4911;bd4591…9b5346;120;2520000;2.52e-12;7.400ms
4912;505cc9…5601bf;121;2541000;2.541e-12;7.194ms
4913;edf147…997252;109;2289000;2.289e-12;7.279ms
4914;4fc022…45fe7f;110;2310000;2.31e-12;7.137ms
4915;fff633…3188aa;94;1974000;1.974e-12;5.606ms
4916;1ef78a…3d5a62;128;2688000;2.688e-12;8.944ms
4917;493350…0f1c48;114;2394000;2.394e-12;8.484ms
4918;118a04…8a6f5e;100;2100000;2.1e-12;7.930ms
4919;031147…487280;108;2268000;2.268e-12;8.749ms
4920;64ed12…69ba87;107;2247000;2.247e-12;8.245ms
4921;5cc7cd…5633bd;117;2457000;2.457e-12;7.086ms
4922;3433a3…f67763;109;2289000;2.289e-12;7.548ms
4923;65fb43…8d1e5d;112;2352000;2.352e-12;8.739ms
4924;b8a355…ab229b;106;2226000;2.226e-12;6.288ms
4925;a74418…8a3330;110;2310000;2.31e-12;7.427ms
4926;2bdfd8…8f3fc3;116;2436000;2.436e-12;8.016ms
4927;483cb8…ebf802;106;2226000;2.226e-12;6.327ms
4928;07474e…2f0942;110;2310000;2.31e-12;7.340ms
4929;0d5271…55570c;113;2373000;2.373e-12;8.310ms
4930;5eddbd…bf0d31;107;2247000;2.247e-12;6.214ms
4931;198f2e…910ba2;116;2436000;2.436e-12;8.856ms
4932;144f8d…8942ee;109;2289000;2.289e-12;8.512ms
4933;da999c…429745;122;2562000;2.562e-12;6.242ms
4934;0bccdf…afaa63;113;2373000;2.373e-12;7.337ms
4935;e320c5…2427ae;112;2352000;2.352e-12;8.525ms
4936;90c945…afe65d;100;2100000;2.1e-12;6.348ms
4937;7d0452…67c3b6;115;2415000;2.415e-12;7.786ms
4938;d3edfb…97adbd;117;2457000;2.457e-12;9.134ms
4939;afa592…827108;112;2352000;2.352e-12;6.508ms
4940;74cc9c…49f253;114;2394000;2.394e-12;9.017ms
4941;fb33bd…974864;95;1995000;1.995e-12;6.469ms
4942;d55e12…f80c68;116;2436000;2.436e-12;6.827ms
4943;5787fd…0e447f;109;2289000;2.289e-12;7.458ms
4944;abbad2…f08f9f;109;2289000;2.289e-12;7.260ms
4945;12ddfb…6b638e;112;2352000;2.352e-12;6.415ms
4946;b408e8…331a2d;108;2268000;2.268e-12;7.573ms
4947;54fb75…0274f8;114;2394000;2.394e-12;7.115ms
4948;5beec2…45467c;108;2268000;2.268e-12;6.264ms
4949;6f77d5…021721;117;2457000;2.457e-12;9.151ms
4950;e6636c…73e3e1;114;2394000;2.394e-12;8.197ms
4951;8ae721…13366b;111;2331000;2.331e-12;5.951ms
4952;fa14c9…a2414a;109;2289000;2.289e-12;7.422ms
4953;e7fa0b…4abd4f;105;2205000;2.205e-12;6.928ms
4954;44f4ca…9a060a;122;2562000;2.562e-12;6.834ms
4955;234bf0…df8633;102;2142000;2.142e-12;8.941ms
4956;b09e61…14196d;106;2226000;2.226e-12;6.846ms
4957;6fa0d0…0bf968;109;2289000;2.289e-12;6.238ms
4958;118e5f…d70534;110;2310000;2.31e-12;8.884ms
4959;d58f41…76c9df;114;2394000;2.394e-12;8.844ms
4960;72caa7…a9397d;118;2478000;2.478e-12;6.817ms
4961;c44dfb…905a67;105;2205000;2.205e-12;8.798ms
4962;403a11…26bb51;102;2142000;2.142e-12;8.090ms
4963;ce7661…0229bb;114;2394000;2.394e-12;6.717ms
4964;7f8709…f54db2;111;2331000;2.331e-12;9.145ms
4965;ca5dfb…7062b8;111;2331000;2.331e-12;8.094ms
4966;ffd150…07ffb5;110;2310000;2.31e-12;6.083ms
4967;b7b1f3…9781c9;113;2373000;2.373e-12;36.038ms
4968;47b6fd…082848;104;2184000;2.184e-12;6.849ms
4969;e6d1fe…e33d01;118;2478000;2.478e-12;6.807ms
4970;de1685…69dca3;109;2289000;2.289e-12;7.322ms
4971;189508…c7ed37;107;2247000;2.247e-12;7.432ms
4972;f40e51…974d92;111;2331000;2.331e-12;6.677ms
4973;313ed4…a3eba9;111;2331000;2.331e-12;9.155ms
4974;3724fd…e520cd;117;2457000;2.457e-12;7.313ms
4975;d76b32…ee4cd2;105;2205000;2.205e-12;6.141ms
4976;870e1f…744618;113;2373000;2.373e-12;8.850ms
4977;a41dba…d13c0d;115;2415000;2.415e-12;8.798ms
4978;7560ac…6b3da8;113;2373000;2.373e-12;6.796ms
4979;15344b…db03d7;113;2373000;2.373e-12;7.631ms
4980;62485d…176ce9;104;2184000;2.184e-12;8.102ms
4981;e6eaa8…1a7913;107;2247000;2.247e-12;6.050ms
4982;6739d9…fbd167;121;2541000;2.541e-12;7.785ms
4983;c806ef…dcfde5;115;2415000;2.415e-12;8.493ms
4984;21ed7d…f030f6;97;2037000;2.037e-12;33.645ms
4985;34ae66…d4155f;110;2310000;2.31e-12;7.283ms
4986;4df57c…c68ab0;116;2436000;2.436e-12;7.447ms
4987;906538…f7a390;112;2352000;2.352e-12;6.496ms
4988;ef4696…305ebf;113;2373000;2.373e-12;8.838ms
4989;cf0ac2…9a7be1;105;2205000;2.205e-12;6.752ms
4990;71375e…2f2eec;112;2352000;2.352e-12;6.528ms
4991;c94c0f…262e68;113;2373000;2.373e-12;9.375ms
4992;5afe16…29b064;114;2394000;2.394e-12;8.949ms
4993;f66dc0…7a7d41;102;2142000;2.142e-12;6.102ms
4994;bfe2fe…1956b8;118;2478000;2.478e-12;7.822ms
4995;0be062…7bc91a;109;2289000;2.289e-12;8.510ms
4996;7480ec…904d54;114;2394000;2.394e-12;6.548ms
4997;706f7a…2034ec;110;2310000;2.31e-12;7.293ms
4998;8d2c9a…ab09af;115;2415000;2.415e-12;8.551ms
4999;409ff2…a7adb1;99;2079000;2.079e-12;6.195ms
5000;a2cabd…966cdf;108;2268000;2.268e-12;8.105ms
5001;e32ea3…d4b0c8;114;2394000;2.394e-12;37.308ms
5002;ed2a38…0474dd;106;2226000;2.226e-12;6.876ms
5003;73b72d…3ad9a7;108;2268000;2.268e-12;8.933ms
5004;2de2b3…b06931;113;2373000;2.373e-12;8.732ms
5005;d52bf5…96624f;116;2436000;2.436e-12;6.552ms
5006;9d3d3e…10a2f5;100;2100000;2.1e-12;6.903ms
5007;89924d…70179a;115;2415000;2.415e-12;7.126ms
5008;a52a3e…6cc3a6;115;2415000;2.415e-12;6.757ms
5009;dfd4f9…574071;111;2331000;2.331e-12;7.481ms
5010;5537dd…024b8d;108;2268000;2.268e-12;7.138ms
5011;9e7c2e…8edfa8;117;2457000;2.457e-12;6.589ms
5012;c961eb…39eb6c;113;2373000;2.373e-12;7.557ms
5013;08ae37…9c9aef;106;2226000;2.226e-12;7.100ms
5014;a53c4f…6d2199;113;2373000;2.373e-12;6.455ms
5015;e6ee21…d78a7d;122;2562000;2.562e-12;9.341ms
5016;a6f0e2…379d44;111;2331000;2.331e-12;9.044ms
5017;563270…a0c003;105;2205000;2.205e-12;7.054ms
5018;df134b…45bd21;118;2478000;2.478e-12;7.233ms
5019;131b4d…50184a;103;2163000;2.163e-12;35.289ms
5020;1af5f2…df9aaf;108;2268000;2.268e-12;6.295ms
5021;5934db…555f4a;111;2331000;2.331e-12;7.934ms
5022;2de680…0879d4;120;2520000;2.52e-12;7.639ms
5023;8f8591…3afcc7;113;2373000;2.373e-12;6.556ms
5024;21e3d0…3ab406;105;2205000;2.205e-12;7.179ms
5025;32205e…20cd18;101;2121000;2.121e-12;6.580ms
5026;f80b76…68e756;123;2583000;2.583e-12;7.244ms
5027;c32a42…fcc46f;122;2562000;2.562e-12;9.732ms
5028;9120c5…ca58ff;107;2247000;2.247e-12;7.279ms
5029;50da7f…5b39af;100;2100000;2.1e-12;6.166ms
5030;707049…6e5a67;115;2415000;2.415e-12;8.963ms
5031;a2771f…7abd51;112;2352000;2.352e-12;7.050ms
5032;627728…99c154;124;2604000;2.604e-12;6.940ms
5033;000f64…25a6e3;112;2352000;2.352e-12;7.516ms
5034;f8c346…238e04;88;1848000;1.848e-12;7.566ms
5035;6197d2…70605e;114;2394000;2.394e-12;6.353ms
5036;cac2ed…65df53;114;2394000;2.394e-12;8.779ms
5037;bac62a…3fa28f;117;2457000;2.457e-12;8.898ms
5038;448f21…c4bab7;111;2331000;2.331e-12;6.657ms
5039;638e94…cd9a1f;113;2373000;2.373e-12;7.721ms
5040;93b55f…73a0db;104;2184000;2.184e-12;6.944ms
5041;7f6dbd…341994;104;2184000;2.184e-12;6.571ms
5042;7ad56a…5a6d35;115;2415000;2.415e-12;9.006ms
5043;142447…0cde8f;120;2520000;2.52e-12;7.763ms
5044;f7839b…286f25;118;2478000;2.478e-12;8.976ms
5045;e942e1…dd79b4;107;2247000;2.247e-12;8.758ms
5046;dd1c89…6c9814;115;2415000;2.415e-12;7.169ms
5047;19cc03…74f6b7;100;2100000;2.1e-12;6.155ms
5048;490e1d…41ed05;115;2415000;2.415e-12;7.839ms
5049;84cbcb…216cce;115;2415000;2.415e-12;7.433ms
5050;618527…41ce36;111;2331000;2.331e-12;6.320ms
5051;25c480…e33450;111;2331000;2.331e-12;7.282ms
5052;9eb4dd…53242d;119;2499000;2.499e-12;7.517ms
5053;f974d0…6b481e;104;2184000;2.184e-12;5.978ms
5054;80e97b…68c957;108;2268000;2.268e-12;7.872ms
5055;f56243…0d9a49;112;2352000;2.352e-12;7.033ms
5056;4d3bf1…bd7105;120;2520000;2.52e-12;7.056ms
5057;975723…2ac7d3;103;2163000;2.163e-12;8.630ms
5058;69085a…9a82af;113;2373000;2.373e-12;6.940ms
5059;9665d9…e3df1a;98;2058000;2.058e-12;5.898ms
5060;43f5d3…704735;113;2373000;2.373e-12;8.687ms
